File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000XNU	bigBed narrowPeak	peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE											ENCFF001VJR	1502777	Michael Snyder, Stanford	7f47493274c181f7b6eb76020840e8dc		https://www.encodeproject.org/files/ENCFF000XNU/@@download/ENCFF000XNU.bigBed	hg19			released	low read length	biological replicates with identical biosample		
ENCFF000XNV	fastq	reads	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	36		single-ended				945925837	Michael Snyder, Stanford	0bec6e15af7ef2633e223cbe6b8dab92		https://www.encodeproject.org/files/ENCFF000XNV/@@download/ENCFF000XNV.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000XKW/	released	low read length, inconsistent control read length	biological replicates with identical biosample		
ENCFF000XNX	fastq	reads	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	36		single-ended				1190352008	Michael Snyder, Stanford	9f7ee119e7b1ac0f0560303b1bddce42		https://www.encodeproject.org/files/ENCFF000XNX/@@download/ENCFF000XNX.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000XKW/	released	low read length, inconsistent control read length	biological replicates with identical biosample		
ENCFF000XNZ	bigWig	signal	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE												404162863	Michael Snyder, Stanford	0dc8d15cf32084cc2d49e3711bbb7468		https://www.encodeproject.org/files/ENCFF000XNZ/@@download/ENCFF000XNZ.bigWig	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VJR	bed narrowPeak	peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE												666619	Michael Snyder, Stanford	69d3ad9abac6162230b784f2e4e3dd56		https://www.encodeproject.org/files/ENCFF001VJR/@@download/ENCFF001VJR.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CTP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE												181234	ENCODE Consortium Analysis Working Group	5dad024c53e1b5eac7fb473933432908		https://www.encodeproject.org/files/ENCFF002CTP/@@download/ENCFF002CTP.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF358ZNG	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE											ENCFF002CTP	505573	ENCODE Consortium	725f6e09c9140221721e2b2a9c87c3a9		https://www.encodeproject.org/files/ENCFF358ZNG/@@download/ENCFF358ZNG.bigBed	hg19			released	low read length	biological replicates with identical biosample		
ENCFF975YUE	bam	unfiltered alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1			36				ENCFF002EVN, ENCFF807MUK	1021912491	ENCODE Processing Pipeline	0acfcf16a688a8d9dfb2cd14ddb63d11		https://www.encodeproject.org/files/ENCFF975YUE/@@download/ENCFF975YUE.bam	hg19			released	low read length, low read depth			
ENCFF859XRL	bam	unfiltered alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2			36				ENCFF002EVQ, ENCFF807MUK	1266229322	ENCODE Processing Pipeline	dcdd23d268ed4700c86057936f797ee1		https://www.encodeproject.org/files/ENCFF859XRL/@@download/ENCFF859XRL.bam	hg19			released	low read length, low read depth			
ENCFF002EVN	fastq	reads	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1	1	36		single-ended				825829810	Michael Snyder, Stanford	0e8530af270d196404a639e5ca1c500d	SRA:SRR5112053	https://www.encodeproject.org/files/ENCFF002EVN/@@download/ENCFF002EVN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECN/	released	low read length, low read depth			
ENCFF002EVQ	fastq	reads	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2	1	36		single-ended				1023759967	Michael Snyder, Stanford	3d0cb6397db2673ab4e4efff25d3fbce	SRA:SRR5112054	https://www.encodeproject.org/files/ENCFF002EVQ/@@download/ENCFF002EVQ.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECO/	released	low read length, low read depth			
ENCFF424VMX	bam	alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2			36				ENCFF002EVQ, ENCFF807MUK	885256915	ENCODE Processing Pipeline	1e5ec1a996dc81bf8823bfae8920507c		https://www.encodeproject.org/files/ENCFF424VMX/@@download/ENCFF424VMX.bam	hg19			released	low read length, low read depth			
ENCFF451LLN	bam	alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1			36				ENCFF002EVN, ENCFF807MUK	712308081	ENCODE Processing Pipeline	b9b8faa619043959c5f3e555f8178370		https://www.encodeproject.org/files/ENCFF451LLN/@@download/ENCFF451LLN.bam	hg19			released	low read length, low read depth			
ENCFF092BAP	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF424VMX, ENCFF939XHK	487383874	ENCODE Processing Pipeline	036e7aeab27854f1a042ccbc903fc42c		https://www.encodeproject.org/files/ENCFF092BAP/@@download/ENCFF092BAP.bigWig	hg19			released	low read length, low read depth			
ENCFF069CMP	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF316UXC, ENCFF424VMX, ENCFF451LLN, ENCFF939XHK	1061637607	ENCODE Processing Pipeline	a1cc02c28efe61aa4ec630c5aa4fdf3f		https://www.encodeproject.org/files/ENCFF069CMP/@@download/ENCFF069CMP.bigWig	hg19			released	low read length, low read depth			
ENCFF737CTQ	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF424VMX, ENCFF939XHK	4808199	ENCODE Processing Pipeline	ae1ebc83660c2e4e0a3262601ca989cd		https://www.encodeproject.org/files/ENCFF737CTQ/@@download/ENCFF737CTQ.bed.gz	hg19			released	low read length, low read depth			
ENCFF269UBR	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF737CTQ	11066695	ENCODE Processing Pipeline	afdc2494a48e5e40f01a81ddc6c31026		https://www.encodeproject.org/files/ENCFF269UBR/@@download/ENCFF269UBR.bigBed	hg19			released	low read length, low read depth			
ENCFF370SSB	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF316UXC, ENCFF451LLN	407239345	ENCODE Processing Pipeline	d04896265068e7a29b4ab5266368792f		https://www.encodeproject.org/files/ENCFF370SSB/@@download/ENCFF370SSB.bigWig	hg19			released	low read length, low read depth			
ENCFF505VKX	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF249ESZ	11086140	ENCODE Processing Pipeline	3af57a9a10212805affc2d27eb2dc56c		https://www.encodeproject.org/files/ENCFF505VKX/@@download/ENCFF505VKX.bigBed	hg19			released	low read length, low read depth			
ENCFF019NSZ	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF316UXC, ENCFF451LLN	458483678	ENCODE Processing Pipeline	f816d32aabca7204c0ff2883f2843741		https://www.encodeproject.org/files/ENCFF019NSZ/@@download/ENCFF019NSZ.bigWig	hg19			released	low read length, low read depth			
ENCFF516SEM	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF424VMX, ENCFF939XHK	472343934	ENCODE Processing Pipeline	40598d48e3a928724f7e271115ea67d8		https://www.encodeproject.org/files/ENCFF516SEM/@@download/ENCFF516SEM.bigWig	hg19			released	low read length, low read depth			
ENCFF066XXF	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF316UXC, ENCFF424VMX, ENCFF451LLN, ENCFF939XHK	978921512	ENCODE Processing Pipeline	92340388fe2aa0ae79714bd8afa0670f		https://www.encodeproject.org/files/ENCFF066XXF/@@download/ENCFF066XXF.bigWig	hg19			released	low read length, low read depth			
ENCFF249ESZ	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF316UXC, ENCFF451LLN	4993141	ENCODE Processing Pipeline	36922ee71029e462331ad1f033edf569		https://www.encodeproject.org/files/ENCFF249ESZ/@@download/ENCFF249ESZ.bed.gz	hg19			released	low read length, low read depth			
ENCFF445YDK	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF316UXC, ENCFF424VMX, ENCFF451LLN, ENCFF939XHK	6285195	ENCODE Processing Pipeline	e5cf6c34f0255db05a9560edccbae958		https://www.encodeproject.org/files/ENCFF445YDK/@@download/ENCFF445YDK.bed.gz	hg19			released	low read length, low read depth			
ENCFF531ENB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF445YDK	11397286	ENCODE Processing Pipeline	104464807cfc3468f7ae4f4e55af323f		https://www.encodeproject.org/files/ENCFF531ENB/@@download/ENCFF531ENB.bigBed	hg19			released	low read length, low read depth			
ENCFF056UJQ	bam	unfiltered alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2			36				ENCFF002EVQ, ENCFF643CGH	1274107569	ENCODE Processing Pipeline	24056a4e0729b0d675c889ab80c22006		https://www.encodeproject.org/files/ENCFF056UJQ/@@download/ENCFF056UJQ.bam	GRCh38			released	low read length, low read depth			
ENCFF752BNX	bam	unfiltered alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1			36				ENCFF002EVN, ENCFF643CGH	1028028080	ENCODE Processing Pipeline	79e82ad0b9f0301f61cf866f2f6cc860		https://www.encodeproject.org/files/ENCFF752BNX/@@download/ENCFF752BNX.bam	GRCh38			released	low read length, low read depth			
ENCFF068LXE	bam	alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2			36				ENCFF002EVQ, ENCFF643CGH	884892331	ENCODE Processing Pipeline	010d28e82a39a102328af8147fdd7df9		https://www.encodeproject.org/files/ENCFF068LXE/@@download/ENCFF068LXE.bam	GRCh38			released	low read length, low read depth			
ENCFF686TXK	bam	alignments	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1			36				ENCFF002EVN, ENCFF643CGH	711882772	ENCODE Processing Pipeline	b408176e9f58fd0c572362d7c7217ee9		https://www.encodeproject.org/files/ENCFF686TXK/@@download/ENCFF686TXK.bam	GRCh38			released	low read length, low read depth			
ENCFF229RXV	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF459QXO, ENCFF686TXK	597835270	ENCODE Processing Pipeline	a52a790d3cb3563287b1c0700468197e		https://www.encodeproject.org/files/ENCFF229RXV/@@download/ENCFF229RXV.bigWig	GRCh38			released	low read length, low read depth			
ENCFF707QJJ	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF068LXE, ENCFF714ZPY	486837448	ENCODE Processing Pipeline	b148a365c15834ec365098b20078fe81		https://www.encodeproject.org/files/ENCFF707QJJ/@@download/ENCFF707QJJ.bigWig	GRCh38			released	low read length, low read depth			
ENCFF678XHN	bigWig	signal p-value	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF068LXE, ENCFF459QXO, ENCFF686TXK, ENCFF714ZPY	909147571	ENCODE Processing Pipeline	41f67bb3aaddc2d7024b176b9bbf8090		https://www.encodeproject.org/files/ENCFF678XHN/@@download/ENCFF678XHN.bigWig	GRCh38			released	low read length, low read depth			
ENCFF452TFY	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF459QXO, ENCFF686TXK	405345277	ENCODE Processing Pipeline	b1650731d2e18a93152ec816a6b1e83a		https://www.encodeproject.org/files/ENCFF452TFY/@@download/ENCFF452TFY.bigWig	GRCh38			released	low read length, low read depth			
ENCFF483YIP	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF068LXE, ENCFF714ZPY	471344570	ENCODE Processing Pipeline	b42c506623d979ae7009245e9b594d62		https://www.encodeproject.org/files/ENCFF483YIP/@@download/ENCFF483YIP.bigWig	GRCh38			released	low read length, low read depth			
ENCFF870YFB	bigWig	fold change over control	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF068LXE, ENCFF459QXO, ENCFF686TXK, ENCFF714ZPY	981626806	ENCODE Processing Pipeline	1554cc319983c3cf22ec73c32271c7e5		https://www.encodeproject.org/files/ENCFF870YFB/@@download/ENCFF870YFB.bigWig	GRCh38			released	low read length, low read depth			
ENCFF315ZHU	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF459QXO, ENCFF686TXK	4757964	ENCODE Processing Pipeline	3bc89420a8870622c37628a155c875dd		https://www.encodeproject.org/files/ENCFF315ZHU/@@download/ENCFF315ZHU.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF251RLC	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF068LXE, ENCFF714ZPY	4487120	ENCODE Processing Pipeline	0a2d9772b8ec24c132e68e7f31de1590		https://www.encodeproject.org/files/ENCFF251RLC/@@download/ENCFF251RLC.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF606SHP	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF068LXE, ENCFF459QXO, ENCFF686TXK, ENCFF714ZPY	6057824	ENCODE Processing Pipeline	a9b5033c5eecc36626ee528ba500ea04		https://www.encodeproject.org/files/ENCFF606SHP/@@download/ENCFF606SHP.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF754TOY	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF315ZHU	10952525	ENCODE Processing Pipeline	52339a944977508e9b3c35ae2baf6cfa		https://www.encodeproject.org/files/ENCFF754TOY/@@download/ENCFF754TOY.bigBed	GRCh38			released	low read length, low read depth			
ENCFF146TLX	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF251RLC	10817376	ENCODE Processing Pipeline	7e606994919062f7792214a7259c35dd		https://www.encodeproject.org/files/ENCFF146TLX/@@download/ENCFF146TLX.bigBed	GRCh38			released	low read length, low read depth			
ENCFF202AYV	bigBed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF606SHP	11382131	ENCODE Processing Pipeline	b5462db567db51ed7575fda030ed4efb		https://www.encodeproject.org/files/ENCFF202AYV/@@download/ENCFF202AYV.bigBed	GRCh38			released	low read length, low read depth			
ENCFF561CJL	bed narrowPeak	conservative idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF251RLC, ENCFF315ZHU, ENCFF419RSJ, ENCFF606SHP	85071	ENCODE Processing Pipeline	3f16a2e0b4afc9abb73cd60eec97a65c		https://www.encodeproject.org/files/ENCFF561CJL/@@download/ENCFF561CJL.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF305KIK	bed narrowPeak	optimal idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF251RLC, ENCFF315ZHU, ENCFF419RSJ, ENCFF606SHP	153163	ENCODE Processing Pipeline	6398bf796e3f7d1cc53cc0eb5848895d		https://www.encodeproject.org/files/ENCFF305KIK/@@download/ENCFF305KIK.bed.gz	GRCh38			released	low read length, low read depth			
ENCFF581HSA	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF561CJL	204768	ENCODE Processing Pipeline	a51168a9a95bb225b31a781a1b41d67a		https://www.encodeproject.org/files/ENCFF581HSA/@@download/ENCFF581HSA.bigBed	GRCh38			released	low read length, low read depth			
ENCFF081PTN	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF305KIK	299596	ENCODE Processing Pipeline	ea5bbeab279d56e8171bbdd63fceb16c		https://www.encodeproject.org/files/ENCFF081PTN/@@download/ENCFF081PTN.bigBed	GRCh38			released	low read length, low read depth			
ENCFF697YZY	bed narrowPeak	conservative idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF001TDO, ENCFF249ESZ, ENCFF445YDK, ENCFF737CTQ	77001	ENCODE Processing Pipeline	bd98babdb4fad186b56b5aa9fcee56aa		https://www.encodeproject.org/files/ENCFF697YZY/@@download/ENCFF697YZY.bed.gz	hg19			released	low read length, low read depth			
ENCFF481MAL	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF712LMP	277359	ENCODE Processing Pipeline	d06629a8844538247380f92de18a8744		https://www.encodeproject.org/files/ENCFF481MAL/@@download/ENCFF481MAL.bigBed	hg19			released	low read length, low read depth			
ENCFF843EXL	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF697YZY	193516	ENCODE Processing Pipeline	896f4ad2000831fd8ec04628d557dbf9		https://www.encodeproject.org/files/ENCFF843EXL/@@download/ENCFF843EXL.bigBed	hg19			released	low read length, low read depth			
ENCFF712LMP	bed narrowPeak	optimal idr thresholded peaks	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1, 2							ENCFF001TDO, ENCFF249ESZ, ENCFF445YDK, ENCFF737CTQ	138212	ENCODE Processing Pipeline	71a63bdc531b0c8197e1fc6c7d385ab9		https://www.encodeproject.org/files/ENCFF712LMP/@@download/ENCFF712LMP.bed.gz	hg19			released	low read length, low read depth			
ENCFF000XFV	bigWig	signal	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE												351667252	Sherman Weissman, Yale	bb08e942c27374a81d2199d3918ca867		https://www.encodeproject.org/files/ENCFF000XFV/@@download/ENCFF000XFV.bigWig	hg19			archived		biological replicates with identical biosample, missing derived_from	insufficient read length, insufficient read depth	
ENCFF000XFW	bam	alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF000XID	410846752	Sherman Weissman, Yale	6d4f388641390bf93d129dc66d7da2ce		https://www.encodeproject.org/files/ENCFF000XFW/@@download/ENCFF000XFW.bam	hg19			archived		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XFX	bam	alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF000XIE	460560620	Sherman Weissman, Yale	bed30887871d0d4ad73aec76008f59fe		https://www.encodeproject.org/files/ENCFF000XFX/@@download/ENCFF000XFX.bam	hg19			archived		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XID	fastq	reads	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	28		single-ended				305901414	Sherman Weissman, Yale	4e8cfad6228e94c4901f19ab75b5f369		https://www.encodeproject.org/files/ENCFF000XID/@@download/ENCFF000XID.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XIE	fastq	reads	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	28		single-ended				347240261	Sherman Weissman, Yale	a2c06d2da34e163c8fbd014ef2f69436		https://www.encodeproject.org/files/ENCFF000XIE/@@download/ENCFF000XIE.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF920HRJ	bam	unfiltered alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000XIE, ENCFF643CGH	465222283	ENCODE Processing Pipeline	1c64408245cd5fcc8d77ec6000104d21		https://www.encodeproject.org/files/ENCFF920HRJ/@@download/ENCFF920HRJ.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF063KUY	bam	alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000XIE, ENCFF643CGH	236572977	ENCODE Processing Pipeline	5db3904d48e4071b2aedb7133704feef		https://www.encodeproject.org/files/ENCFF063KUY/@@download/ENCFF063KUY.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF054OSH	bam	unfiltered alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000XID, ENCFF643CGH	414326917	ENCODE Processing Pipeline	20f329e016d45185f5c97d70d77c6a22		https://www.encodeproject.org/files/ENCFF054OSH/@@download/ENCFF054OSH.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF872NPM	bam	alignments	ENCSR000EZH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000XID, ENCFF643CGH	222693039	ENCODE Processing Pipeline	65cb731b2f3c3554153f9228e101fed8		https://www.encodeproject.org/files/ENCFF872NPM/@@download/ENCFF872NPM.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XKV	bam	alignments	ENCSR000DNU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR3A-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF000XLE	1300160128	Kevin Struhl, HMS	e112b22905746e3922a34d4d75b89a1a		https://www.encodeproject.org/files/ENCFF000XKV/@@download/ENCFF000XKV.bam	hg19			released	inconsistent platforms	biological replicates with identical biosample	insufficient read length	
ENCFF000XKX	bigBed narrowPeak	peaks	ENCSR000DNU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR3A-human	DNA		see document	see document		False	2011-10-29	ENCODE											ENCFF001VJF	226646	Kevin Struhl, HMS	92608a85ed31613e13818c3b159a5c15		https://www.encodeproject.org/files/ENCFF000XKX/@@download/ENCFF000XKX.bigBed	hg19			released	inconsistent platforms	biological replicates with identical biosample	insufficient read length	
