File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF002CSB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				FOS-human	DNA		see document	see document		False	2011-10-29	ENCODE												233892	ENCODE Consortium Analysis Working Group	d1cdae9ffcf36c5c0bd31a65c7f33126		https://www.encodeproject.org/files/ENCFF002CSB/@@download/ENCFF002CSB.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, duplicate lane review, missing derived_from	insufficient read length	
ENCFF026YLD	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000EZE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				FOS-human	DNA		see document	see document		False	2011-10-29	ENCODE											ENCFF002CSB	539742	ENCODE Consortium	a33ff5c5cbed288bf6f53272872c5b0f		https://www.encodeproject.org/files/ENCFF026YLD/@@download/ENCFF026YLD.bigBed	hg19			released	inconsistent platforms	biological replicates with identical biosample, duplicate lane review	insufficient read length	
ENCFF982QSW	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1							ENCFF286DPW, ENCFF385UZW, ENCFF451SVK	773192	ENCODE Processing Pipeline	bf35ee7f4cac3fb17dfd09d3bb9a5483		https://www.encodeproject.org/files/ENCFF982QSW/@@download/ENCFF982QSW.bed.gz	hg19			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF366QAV	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF185UFB, ENCFF286DPW, ENCFF385UZW, ENCFF451SVK	871405	ENCODE Processing Pipeline	b63f5636f61d704584fee7cf24c62266		https://www.encodeproject.org/files/ENCFF366QAV/@@download/ENCFF366QAV.bed.gz	hg19			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF542GBR	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				2							ENCFF185UFB, ENCFF385UZW, ENCFF451SVK	982424	ENCODE Processing Pipeline	9b0c721c95d3ffa4d9285dc996291707		https://www.encodeproject.org/files/ENCFF542GBR/@@download/ENCFF542GBR.bed.gz	hg19			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF803UAY	bed narrowPeak	replicated peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF366QAV, ENCFF542GBR, ENCFF982QSW	940733	ENCODE Processing Pipeline	58a64503156cf9be02d4fdf7773d810c		https://www.encodeproject.org/files/ENCFF803UAY/@@download/ENCFF803UAY.bed.gz	hg19			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF029YMX	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1							ENCFF432JPE, ENCFF766QNY, ENCFF818YAG	777561	ENCODE Processing Pipeline	e5b08e4304bf12c66cd4a195764734c5		https://www.encodeproject.org/files/ENCFF029YMX/@@download/ENCFF029YMX.bed.gz	GRCh38			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF585WOR	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF432JPE, ENCFF724BIL, ENCFF766QNY, ENCFF818YAG	892793	ENCODE Processing Pipeline	cd40a33a0bc461705228747abaebc02f		https://www.encodeproject.org/files/ENCFF585WOR/@@download/ENCFF585WOR.bed.gz	GRCh38			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF310XFO	bed narrowPeak	replicated peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF029YMX, ENCFF585WOR, ENCFF850XBJ	959354	ENCODE Processing Pipeline	c3d232e6e442009cc9f0dceae167ba1d		https://www.encodeproject.org/files/ENCFF310XFO/@@download/ENCFF310XFO.bed.gz	GRCh38			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF850XBJ	bed narrowPeak	peaks	ENCSR340WQU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K4me3-human	DNA					False	2016-11-08	ENCODE				2							ENCFF432JPE, ENCFF724BIL, ENCFF818YAG	990980	ENCODE Processing Pipeline	4a05feb7147901cd8807d00010d7fb86		https://www.encodeproject.org/files/ENCFF850XBJ/@@download/ENCFF850XBJ.bed.gz	GRCh38			released	mixed run types, mixed read lengths, low read length, inconsistent platforms			
ENCFF300BYZ	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				2							ENCFF939XHK, ENCFF952XCP	5441262	ENCODE Processing Pipeline	5b3cb310ec86c123168a2c4e64ccff0a		https://www.encodeproject.org/files/ENCFF300BYZ/@@download/ENCFF300BYZ.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF389XPF	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1							ENCFF092PCB, ENCFF316UXC	5299369	ENCODE Processing Pipeline	54a53e5f971224cb57b7ca10cb9f0ac7		https://www.encodeproject.org/files/ENCFF389XPF/@@download/ENCFF389XPF.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF868AOY	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				2							ENCFF714ZPY, ENCFF946EJI	5196362	ENCODE Processing Pipeline	0b99474f77b55f7c9997285acc2d48a6		https://www.encodeproject.org/files/ENCFF868AOY/@@download/ENCFF868AOY.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF019BVT	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1							ENCFF278VUO, ENCFF459QXO	5143129	ENCODE Processing Pipeline	c78d7436e693639a95e1a0e446cde877		https://www.encodeproject.org/files/ENCFF019BVT/@@download/ENCFF019BVT.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF936QYC	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF278VUO, ENCFF459QXO, ENCFF714ZPY, ENCFF946EJI	6362009	ENCODE Processing Pipeline	a4357c70889884e7285eb2c194683d09		https://www.encodeproject.org/files/ENCFF936QYC/@@download/ENCFF936QYC.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF979KQB	bed narrowPeak	conservative idr thresholded peaks	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF019BVT, ENCFF419RSJ, ENCFF868AOY, ENCFF936QYC	239657	ENCODE Processing Pipeline	032b88e084dd82ce2a299f7f6f1893d0		https://www.encodeproject.org/files/ENCFF979KQB/@@download/ENCFF979KQB.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF924KFU	bed narrowPeak	optimal idr thresholded peaks	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF019BVT, ENCFF419RSJ, ENCFF868AOY, ENCFF936QYC	382331	ENCODE Processing Pipeline	c3f154fa317187c175afca9fc5f5ceda		https://www.encodeproject.org/files/ENCFF924KFU/@@download/ENCFF924KFU.bed.gz	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF215HTJ	bigBed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				2							ENCFF868AOY	13147075	ENCODE Processing Pipeline	bed60a3c3c1fa3e27ef6c58476e1d533		https://www.encodeproject.org/files/ENCFF215HTJ/@@download/ENCFF215HTJ.bigBed	GRCh38			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF125VLX	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1							ENCFF092PCB, ENCFF316UXC	5125963	ENCODE Processing Pipeline	4071c3422e701bacf8b5834edf5190d4		https://www.encodeproject.org/files/ENCFF125VLX/@@download/ENCFF125VLX.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF467DQG	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				2							ENCFF939XHK, ENCFF952XCP	5208926	ENCODE Processing Pipeline	a2ea47320f68ff5aa0b871eaef64968c		https://www.encodeproject.org/files/ENCFF467DQG/@@download/ENCFF467DQG.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF023IGO	bed narrowPeak	peaks and background as input for IDR	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF092PCB, ENCFF316UXC, ENCFF939XHK, ENCFF952XCP	6361371	ENCODE Processing Pipeline	66bce7d3512bf5f5a47f3ef6610525f3		https://www.encodeproject.org/files/ENCFF023IGO/@@download/ENCFF023IGO.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF784YVX	bed narrowPeak	optimal idr thresholded peaks	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF023IGO, ENCFF125VLX, ENCFF467DQG	390862	ENCODE Processing Pipeline	b98b1c410b37001d2fca2870513dfffb		https://www.encodeproject.org/files/ENCFF784YVX/@@download/ENCFF784YVX.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF583XDA	bed narrowPeak	conservative idr thresholded peaks	ENCSR680OFU	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF023IGO, ENCFF125VLX, ENCFF467DQG	238478	ENCODE Processing Pipeline	e552b827a4d87d207c9bf47b49ffeb60		https://www.encodeproject.org/files/ENCFF583XDA/@@download/ENCFF583XDA.bed.gz	hg19			released	antibody characterized with exemption, borderline replicate concordance, low read length, low read depth	experiment not submitted to GEO		
ENCFF001VIZ	bed narrowPeak	peaks	ENCSR000ECV	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA		see document	see document		False	2011-10-29	ENCODE												592897	Michael Snyder, Stanford	03318fdfd18a02ac7c08e995f78ab0a2		https://www.encodeproject.org/files/ENCFF001VIZ/@@download/ENCFF001VIZ.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CSX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECV	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EP300-human	DNA		see document	see document		False	2011-10-29	ENCODE												609315	ENCODE Consortium Analysis Working Group	11543569f44a558a29a45baff1a62ddf		https://www.encodeproject.org/files/ENCFF002CSX/@@download/ENCFF002CSX.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VIE	bed narrowPeak	peaks	ENCSR000EVJ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				E2F1-human	DNA		see document	see document		False	2011-10-29	ENCODE												79026	Peggy Farnham, USC	6966e3f6fb92af849a17e99931aa5616		https://www.encodeproject.org/files/ENCFF001VIE/@@download/ENCFF001VIE.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVJ	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				E2F1-human	DNA		see document	see document		False	2011-10-29	ENCODE												129469	ENCODE Consortium Analysis Working Group	ef923581e8e46df0f60fbaf91c75ca6e		https://www.encodeproject.org/files/ENCFF002CSG/@@download/ENCFF002CSG.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF149RTO	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF008CNQ, ENCFF132FAW, ENCFF231HAE, ENCFF850IFD	6912658	ENCODE Processing Pipeline	bf6e3a43545b46a72014b9f2f1aef414		https://www.encodeproject.org/files/ENCFF149RTO/@@download/ENCFF149RTO.bed.gz	hg19			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF607MHD	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1							ENCFF008CNQ, ENCFF132FAW	5768302	ENCODE Processing Pipeline	9eb4aaa343e9f803ba88697c46b66aea		https://www.encodeproject.org/files/ENCFF607MHD/@@download/ENCFF607MHD.bed.gz	hg19			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF312HIY	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				2							ENCFF231HAE, ENCFF850IFD	6044308	ENCODE Processing Pipeline	ebe12bf0fe74dbbc4732b2be7c5f61ba		https://www.encodeproject.org/files/ENCFF312HIY/@@download/ENCFF312HIY.bed.gz	hg19			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF537PGX	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				2							ENCFF386EWJ, ENCFF960WSN	5849523	ENCODE Processing Pipeline	cd63d8df19973169cd40f332746a808f		https://www.encodeproject.org/files/ENCFF537PGX/@@download/ENCFF537PGX.bed.gz	GRCh38			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF417EEN	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF386EWJ, ENCFF586NUV, ENCFF913BSN, ENCFF960WSN	6851704	ENCODE Processing Pipeline	984b8ab3d2a77c852ab60428c5fb10d2		https://www.encodeproject.org/files/ENCFF417EEN/@@download/ENCFF417EEN.bed.gz	GRCh38			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF161ZYQ	bed narrowPeak	peaks and background as input for IDR	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1							ENCFF586NUV, ENCFF913BSN	5585792	ENCODE Processing Pipeline	4a275699f8834071febf917b01b30108		https://www.encodeproject.org/files/ENCFF161ZYQ/@@download/ENCFF161ZYQ.bed.gz	GRCh38			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF678AUZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF161ZYQ, ENCFF417EEN, ENCFF419RSJ, ENCFF537PGX	10744	ENCODE Processing Pipeline	f0840c19b626897a39b191cf44177046		https://www.encodeproject.org/files/ENCFF678AUZ/@@download/ENCFF678AUZ.bed.gz	GRCh38			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF834LQR	bed narrowPeak	optimal idr thresholded peaks	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF161ZYQ, ENCFF417EEN, ENCFF419RSJ, ENCFF537PGX	26101	ENCODE Processing Pipeline	ff7063e798fa5d509cd0adedd649c6bd		https://www.encodeproject.org/files/ENCFF834LQR/@@download/ENCFF834LQR.bed.gz	GRCh38			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF675ZHC	bed narrowPeak	optimal idr thresholded peaks	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF001TDO, ENCFF149RTO, ENCFF312HIY, ENCFF607MHD	19622	ENCODE Processing Pipeline	9c7c4f4820d59882e08fa26874ded8ba		https://www.encodeproject.org/files/ENCFF675ZHC/@@download/ENCFF675ZHC.bed.gz	hg19			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF971NUS	bed narrowPeak	conservative idr thresholded peaks	ENCSR634ZGP	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				UBTF-human	DNA					False	2016-07-28	ENCODE				1, 2							ENCFF001TDO, ENCFF149RTO, ENCFF312HIY, ENCFF607MHD	8565	ENCODE Processing Pipeline	3692644f388eb2488af06a4def6b8221		https://www.encodeproject.org/files/ENCFF971NUS/@@download/ENCFF971NUS.bed.gz	hg19			released	mild to moderate bottlenecking, borderline replicate concordance, low read depth, moderate library complexity			
ENCFF001VHT	bed narrowPeak	peaks	ENCSR000EDL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SMARCC2-human	DNA		see document	see document		False	2011-10-29	ENCODE												34287	Michael Snyder, Stanford	edf654888f48670a4dffd3d1216cc99b		https://www.encodeproject.org/files/ENCFF001VHT/@@download/ENCFF001VHT.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CRU	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				SMARCC2-human	DNA		see document	see document		False	2011-10-29	ENCODE												67877	ENCODE Consortium Analysis Working Group	432720a3a0a34aa53a659fba38833fbe		https://www.encodeproject.org/files/ENCFF002CRU/@@download/ENCFF002CRU.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VJI	bed narrowPeak	peaks	ENCSR000EZK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	interferon gamma		30.0 minute	STAT1-human	DNA		see document	see document		False	2011-10-29	ENCODE												135927	Sherman Weissman, Yale	b2692bf57d526e844baa7e0f1fc4cc3b		https://www.encodeproject.org/files/ENCFF001VJI/@@download/ENCFF001VJI.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CTG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZK	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	interferon gamma		30.0 minute	STAT1-human	DNA		see document	see document		False	2011-10-29	ENCODE												345134	ENCODE Consortium Analysis Working Group	dc02ec56d2dfe26638e95c008cf01f74		https://www.encodeproject.org/files/ENCFF002CTG/@@download/ENCFF002CTG.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VJD	bed narrowPeak	peaks	ENCSR000EDE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RAD21-human	DNA		see document	see document		False	2011-10-29	ENCODE												1329608	Michael Snyder, Stanford	7a21d04154ffb1709641752d4612b2e4		https://www.encodeproject.org/files/ENCFF001VJD/@@download/ENCFF001VJD.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CTB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RAD21-human	DNA		see document	see document		False	2011-10-29	ENCODE												946544	ENCODE Consortium Analysis Working Group	11cdf5ce154b89532bb688f47985f9e2		https://www.encodeproject.org/files/ENCFF002CTB/@@download/ENCFF002CTB.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VHU	bed narrowPeak	peaks	ENCSR000DNX	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				BDP1-human	DNA		see document	see document		False	2011-10-29	ENCODE												13432	Kevin Struhl, HMS	da8625f81a7cbf84ad37a25c9a2d2163		https://www.encodeproject.org/files/ENCFF001VHU/@@download/ENCFF001VHU.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CRV	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNX	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				BDP1-human	DNA		see document	see document		False	2011-10-29	ENCODE												13232	ENCODE Consortium Analysis Working Group	fe274615f1addff9d92690272a00fbc4		https://www.encodeproject.org/files/ENCFF002CRV/@@download/ENCFF002CRV.bed.gz	hg19			released	inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VJP	bed narrowPeak	peaks	ENCSR000ECW	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				USF2-human	DNA		see document	see document		False	2011-10-29	ENCODE												931862	Michael Snyder, Stanford	73104677ddaf97f944ac7c8c97526bed		https://www.encodeproject.org/files/ENCFF001VJP/@@download/ENCFF001VJP.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CTN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECW	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				USF2-human	DNA		see document	see document		False	2011-10-29	ENCODE												311276	ENCODE Consortium Analysis Working Group	333a8fbc667b992f645fbede4a5501c8		https://www.encodeproject.org/files/ENCFF002CTN/@@download/ENCFF002CTN.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VIC	bed narrowPeak	peaks	ENCSR000EDG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				JUN-human	DNA		see document	see document		False	2011-10-29	ENCODE												225982	Michael Snyder, Stanford	546b3bc10a764fba7ae988063032934d		https://www.encodeproject.org/files/ENCFF001VIC/@@download/ENCFF001VIC.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				JUN-human	DNA		see document	see document		False	2011-10-29	ENCODE												540407	ENCODE Consortium Analysis Working Group	48b2d8533a6c3c059d9939f1cc1964cc		https://www.encodeproject.org/files/ENCFF002CSD/@@download/ENCFF002CSD.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001VJM	bed narrowPeak	peaks	ENCSR000EVE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				TCF7L2-human	DNA		see document	see document		False	2012-05-14	ENCODE												782079	Peggy Farnham, USC	f40a11e2ddd58a36781a358ee4a1cf3f		https://www.encodeproject.org/files/ENCFF001VJM/@@download/ENCFF001VJM.bed.gz	hg19			released	low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF002CTK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EVE	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				TCF7L2-human	DNA		see document	see document		False	2012-05-14	ENCODE												437958	ENCODE Consortium Analysis Working Group	b6b4a4d0d1cbe37588a4d53cf3d70440		https://www.encodeproject.org/files/ENCFF002CTK/@@download/ENCFF002CTK.bed.gz	hg19			released	low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF001VJR	bed narrowPeak	peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE												666619	Michael Snyder, Stanford	69d3ad9abac6162230b784f2e4e3dd56		https://www.encodeproject.org/files/ENCFF001VJR/@@download/ENCFF001VJR.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CTP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZNF143-human	DNA		see document	see document		False	2011-10-29	ENCODE												181234	ENCODE Consortium Analysis Working Group	5dad024c53e1b5eac7fb473933432908		https://www.encodeproject.org/files/ENCFF002CTP/@@download/ENCFF002CTP.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF737CTQ	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				2							ENCFF424VMX, ENCFF939XHK	4808199	ENCODE Processing Pipeline	ae1ebc83660c2e4e0a3262601ca989cd		https://www.encodeproject.org/files/ENCFF737CTQ/@@download/ENCFF737CTQ.bed.gz	hg19			released	low read length, low read depth			
ENCFF249ESZ	bed narrowPeak	peaks and background as input for IDR	ENCSR707IUN	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				NFE2L2-human	DNA					False	2016-08-31	ENCODE				1							ENCFF316UXC, ENCFF451LLN	4993141	ENCODE Processing Pipeline	36922ee71029e462331ad1f033edf569		https://www.encodeproject.org/files/ENCFF249ESZ/@@download/ENCFF249ESZ.bed.gz	hg19			released	low read length, low read depth			
